,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
111,saigon-grill-and-bar-brooklyn-3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.61883, 'longitude': -73.93099}",(718) 338-8883,3780.4561518574164,V58g7E1AHkuTchTVyLQuYQ,https://s3-media1.fl.yelpcdn.com/bphoto/n0P0wybogAiDPrhsXoF0Fg/o.jpg,False,"{'address1': '4521 Ave N', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11234', 'country': 'US', 'state': 'NY', 'display_address': ['4521 Ave N', 'Brooklyn, NY 11234']}",Saigon Grill & Bar,+17183388883,$$,4.5,192,"['delivery', 'pickup']",https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
112,sip-unwine-brooklyn,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.64101, 'longitude': -73.95592}",(718) 576-6424,1878.2777539110825,7lPqxohBRjnpJjvNjRQUoA,https://s3-media1.fl.yelpcdn.com/bphoto/0YjkZFNaRYeoX7iECvbcBw/o.jpg,False,"{'address1': '1197 Flatbush Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1197 Flatbush Ave', 'Brooklyn, NY 11226']}",Sip Unwine,+17185766424,$$,4.0,128,[],https://www.yelp.com/biz/sip-unwine-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
113,ramen-danbo-brooklyn,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.6761199579391, 'longitude': -73.9745199680328}",(718) 783-0150,3973.866026408066,eyqVOLoOLrqZ98_QhdPXqg,https://s3-media1.fl.yelpcdn.com/bphoto/0tvbgvu0q6pzq4VTOfJWpQ/o.jpg,False,"{'address1': '52 7th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['52 7th Ave', 'Brooklyn, NY 11217']}",Ramen Danbo,+17187830150,$$,4.5,112,[],https://www.yelp.com/biz/ramen-danbo-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
114,bodeguita-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 40.69555, 'longitude': -73.93204}",(718) 574-1959,4841.71906042132,n8pUdu9-ydHlmeEbYqbApQ,https://s3-media3.fl.yelpcdn.com/bphoto/gVhSgXrviKnB0NDVzN3ngA/o.jpg,False,"{'address1': '6 Suydam St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['6 Suydam St', 'Brooklyn, NY 11221']}",Bodeguita,+17185741959,,4.5,26,[],https://www.yelp.com/biz/bodeguita-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
115,trad-room-brooklyn-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.68388, 'longitude': -73.92952}",(347) 240-5760,3604.66821128312,fHHpSKT9u7PQBYaMW5cEkA,https://s3-media2.fl.yelpcdn.com/bphoto/4eW608lQXYBaT7fDSLMpBg/o.jpg,False,"{'address1': '266 Malcolm X Blvd', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['266 Malcolm X Blvd', 'Brooklyn, NY 11233']}",Trad Room,+13472405760,,4.0,33,[],https://www.yelp.com/biz/trad-room-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
116,parkside-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]","{'latitude': 40.655949, 'longitude': -73.959599}",(718) 975-2628,1753.9840037119075,fNRRmvVKTbEBSaAOcA-3bA,https://s3-media1.fl.yelpcdn.com/bphoto/tlbWCDDCLT6wX1gwAUsdxA/o.jpg,False,"{'address1': '705 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['705 Flatbush Ave', 'Brooklyn, NY 11225']}",Parkside,+17189752628,$$,4.0,172,[],https://www.yelp.com/biz/parkside-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
117,dinosaur-bar-b-que-brooklyn,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.6776201, 'longitude': -73.9838929}",(347) 429-7030,4692.060827128171,0ef3Q3RvIqfFzZoOfA2amg,https://s3-media4.fl.yelpcdn.com/bphoto/Ws3q3yYytJePyEvhG-7X2A/o.jpg,False,"{'address1': '604 Union St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['604 Union St', 'Brooklyn, NY 11215']}",Dinosaur Bar-B-Que,+13474297030,$$,3.5,1542,"['delivery', 'pickup']",https://www.yelp.com/biz/dinosaur-bar-b-que-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
118,maison-premiere-brooklyn,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.7142031, 'longitude': -73.9614855}",(347) 335-0446,7128.388180748605,O4rYM6YBj90W2u7RhG3Mvg,https://s3-media3.fl.yelpcdn.com/bphoto/GVbEC4IjeGa3nMQKSbWYDA/o.jpg,False,"{'address1': '298 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['298 Bedford Ave', 'Brooklyn, NY 11249']}",Maison Premiere,+13473350446,$$$,4.0,1094,[],https://www.yelp.com/biz/maison-premiere-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
119,scottadito-osteria-toscana-brooklyn,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6746627, 'longitude': -73.9766125}",(718) 636-4800,4004.83897005633,w0YkRy2gsr0znrM7ojZtTw,https://s3-media1.fl.yelpcdn.com/bphoto/nxMHwkztGPD-i1v4zX6ujQ/o.jpg,False,"{'address1': '788A Union St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['788A Union St', 'Brooklyn, NY 11215']}",Scottadito Osteria Toscana,+17186364800,$$,4.0,821,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/scottadito-osteria-toscana-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
121,sea-wolf-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.70683, 'longitude': -73.9228}",(718) 366-3272,6223.018088706155,d7_W8J8T0PESBsILMsGKGQ,https://s3-media2.fl.yelpcdn.com/bphoto/p-BHa6lSSUvV4CjFw1a9qg/o.jpg,False,"{'address1': '19 Wyckoff Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['19 Wyckoff Ave', 'Brooklyn, NY 11237']}",Sea Wolf,+17183663272,$$,4.0,387,['delivery'],https://www.yelp.com/biz/sea-wolf-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
122,tabaré-brooklyn-2,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.713046, 'longitude': -73.958968}",(347) 335-0187,6950.766620335437,4axlhxyN2bKuRWfnY2IhuQ,https://s3-media4.fl.yelpcdn.com/bphoto/Pc01dlz-ptrUd56E2eFelQ/o.jpg,False,"{'address1': '221 S 1st St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['221 S 1st St', 'Brooklyn, NY 11211']}",Tabaré,+13473350187,$$,4.0,619,[],https://www.yelp.com/biz/tabar%C3%A9-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
123,tacis-beyti-brooklyn,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.60956, 'longitude': -73.96209}",(718) 627-5750,5119.863352927219,BsdB6DhfvSq7ZZs-_u0RpA,https://s3-media2.fl.yelpcdn.com/bphoto/cw2LXA0uMnP3ElPKbF2_3w/o.jpg,False,"{'address1': '1953 Coney Island Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['1953 Coney Island Ave', 'Brooklyn, NY 11223']}",Taci's Beyti,+17186275750,$$,4.5,672,"['delivery', 'pickup']",https://www.yelp.com/biz/tacis-beyti-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
124,the-gold-room-brooklyn-2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.66202, 'longitude': -73.95353}",(718) 618-7130,1603.2902725344252,43_d9tQwmxJh4t6pBtCBag,https://s3-media2.fl.yelpcdn.com/bphoto/TBsvX5aBzkTSfXNToqdraw/o.jpg,False,"{'address1': '429 Rogers Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['429 Rogers Ave', 'Brooklyn, NY 11225']}",The Gold Room,+17186187130,$$,4.5,29,[],https://www.yelp.com/biz/the-gold-room-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
125,pies-n-thighs-brooklyn,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.711191, 'longitude': -73.961424}",(347) 529-6090,6804.287549434987,j9TdOBSQ1LRw8v3hW5fObQ,https://s3-media3.fl.yelpcdn.com/bphoto/ZEox6v_ipIvcrzeRv9mFIA/o.jpg,False,"{'address1': '166 S 4th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['166 S 4th St', 'Brooklyn, NY 11211']}",Pies-n-Thighs,+13475296090,$$,4.0,2756,"['delivery', 'pickup']",https://www.yelp.com/biz/pies-n-thighs-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
126,peaches-shrimp-and-crab-brooklyn-4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 40.6879838, 'longitude': -73.9625478}",(718) 638-9500,4427.938153089554,FCms-eFFxnpMLm09AJridQ,https://s3-media4.fl.yelpcdn.com/bphoto/6p6TD0rsb7TM6u22iQe03g/o.jpg,False,"{'address1': '285 Grand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['285 Grand Ave', 'Brooklyn, NY 11238']}",Peaches Shrimp and Crab,+17186389500,$$,4.0,273,"['delivery', 'pickup']",https://www.yelp.com/biz/peaches-shrimp-and-crab-brooklyn-4?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
127,bijans-brooklyn-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.68803, 'longitude': -73.98671}",(718) 855-5574,5626.0423726963545,mXLrVoEi80WZaZ3agBP5Jw,https://s3-media2.fl.yelpcdn.com/bphoto/VJmLtQJ2tXq9qjlhGGMVxg/o.jpg,False,"{'address1': '81 Hoyt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['81 Hoyt St', 'Brooklyn, NY 11211']}",Bijan's,+17188555574,$$,4.0,502,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/bijans-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
128,lillo-cucina-italiana-brooklyn,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.69023, 'longitude': -73.99634}",(347) 763-0899,6392.460698962309,qgY41g_eg0eNzewCXmKcaA,https://s3-media3.fl.yelpcdn.com/bphoto/b2MP6R0g_sfFpnLRnQSduA/o.jpg,False,"{'address1': '331 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['331 Henry St', 'Brooklyn, NY 11201']}",Lillo Cucina Italiana,+13477630899,$,5.0,92,[],https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
129,peri-peri-grill-house-brooklyn,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 40.68474, 'longitude': -73.92916}",(917) 966-8614,3705.930030852383,KPGZ6zr6lUX9YROjGcUbtw,https://s3-media3.fl.yelpcdn.com/bphoto/Pua9bmtsAqljOJ_sPDV9Mw/o.jpg,False,"{'address1': '235 Malcolm X Blvd', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['235 Malcolm X Blvd', 'Brooklyn, NY 11233']}",Peri Peri Grill House,+19179668614,$,4.5,114,"['delivery', 'pickup']",https://www.yelp.com/biz/peri-peri-grill-house-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
130,l-industrie-pizzeria-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.71162, 'longitude': -73.95783}",(718) 599-0002,6771.011722454566,v1DHGRNCH9247WLYoaoA9A,https://s3-media2.fl.yelpcdn.com/bphoto/SRL_RztRRUijgQwt67daGw/o.jpg,False,"{'address1': '254 S 2nd St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['254 S 2nd St', 'Brooklyn, NY 11211']}",L'industrie Pizzeria,+17185990002,$,5.0,444,"['delivery', 'pickup']",https://www.yelp.com/biz/l-industrie-pizzeria-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
131,aita-trattoria-crown-heights,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.6712095108944, 'longitude': -73.9579255586597}",(917) 966-2670,2618.950436413372,5DoCTugT9AF-P3VspApsyQ,https://s3-media2.fl.yelpcdn.com/bphoto/mvZ4urFDKZkly1ryMAzvtQ/o.jpg,False,"{'address1': '798A Franklin Ave', 'address2': '', 'address3': '', 'city': 'Crown Heights', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['798A Franklin Ave', 'Crown Heights, NY 11238']}",Aita Trattoria,+19179662670,$$,4.0,164,"['delivery', 'pickup']",https://www.yelp.com/biz/aita-trattoria-crown-heights?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
132,ital-kitchen-brooklyn-2,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 40.66962, 'longitude': -73.95804}",(347) 405-9727,2478.1633598508965,J-wZAcn2SfjsncFViLKO8g,https://s3-media3.fl.yelpcdn.com/bphoto/ZZyV-i2AM8vJYptc-jfwuA/o.jpg,False,"{'address1': '1032 Union St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1032 Union St', 'Brooklyn, NY 11225']}",Ital Kitchen,+13474059727,$$,4.5,121,[],https://www.yelp.com/biz/ital-kitchen-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
133,la-vara-brooklyn,"[{'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 40.68781, 'longitude': -73.99576}",(718) 422-0065,6178.283257148328,GSaBi8jPsuQFa7YwYlihjA,https://s3-media4.fl.yelpcdn.com/bphoto/Q6SKRgad9KrEAsEgM0K0lQ/o.jpg,False,"{'address1': '268 Clinton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['268 Clinton St', 'Brooklyn, NY 11201']}",La Vara,+17184220065,$$$,4.0,341,[],https://www.yelp.com/biz/la-vara-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
134,sofreh-brooklyn,"[{'alias': 'persian', 'title': 'Persian/Iranian'}]","{'latitude': 40.6798617, 'longitude': -73.973984}",(646) 340-0322,4230.766853229345,m4CFfE1_u5rwVgb45ZqRpA,https://s3-media2.fl.yelpcdn.com/bphoto/VXvFtWllkE8jsFfolbYvMQ/o.jpg,False,"{'address1': '75 St Marks Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['75 St Marks Ave', 'Brooklyn, NY 11217']}",Sofreh,+16463400322,$$,4.0,193,[],https://www.yelp.com/biz/sofreh-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
135,cecconis-dumbo-brooklyn,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7033063330116, 'longitude': -73.9916549604523}",(718) 650-3900,7181.649202465444,-Gc5sTFxoXM3Tiv_dkSJZg,https://s3-media1.fl.yelpcdn.com/bphoto/IBLvIwCEjW-CiJUc6fo5Ng/o.jpg,False,"{'address1': '55 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Water St', 'Brooklyn, NY 11201']}",Cecconi's Dumbo,+17186503900,$$$,3.5,537,[],https://www.yelp.com/biz/cecconis-dumbo-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
136,cheris-bedstuy-brooklyn,"[{'alias': 'southern', 'title': 'Southern'}]","{'latitude': 40.68585, 'longitude': -73.92978}",(347) 529-5729,3818.416121291464,iputjd2Ki_RLG-AHI_yTGA,https://s3-media1.fl.yelpcdn.com/bphoto/gIeImD_cV2-3kAj8H0hNDg/o.jpg,False,"{'address1': '216 Malcolm X Blvd', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['216 Malcolm X Blvd', 'Brooklyn, NY 11221']}",Cheri's Bedstuy,+13475295729,,4.5,48,"['delivery', 'pickup']",https://www.yelp.com/biz/cheris-bedstuy-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
137,negril-bk-brooklyn,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.67501, 'longitude': -73.98163}",(347) 721-3801,4378.529224816818,hO1T1fG5f5FbvOP2124rpw,https://s3-media2.fl.yelpcdn.com/bphoto/f4dYwn8IbPlx4MTp8fKOrA/o.jpg,False,"{'address1': '256 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['256 5th Ave', 'Brooklyn, NY 11215']}",Negril BK,+13477213801,$$,4.0,435,"['delivery', 'pickup']",https://www.yelp.com/biz/negril-bk-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
138,chavelas-brooklyn-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.673484, 'longitude': -73.957267}",(718) 622-3100,2789.783774631536,mhrLDFTxUzW2koRAzjlt5g,https://s3-media2.fl.yelpcdn.com/bphoto/55OytxTOhtMW-mGEcA6wjw/o.jpg,False,"{'address1': '736 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['736 Franklin Ave', 'Brooklyn, NY 11238']}",Chavela's,+17186223100,$$,4.0,1011,"['delivery', 'pickup']",https://www.yelp.com/biz/chavelas-brooklyn-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
139,birds-of-a-feather-brooklyn,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.71442, 'longitude': -73.960441}",(718) 969-6800,7120.496957195042,iSjPBJRiWqrgxW7ZM3CGig,https://s3-media3.fl.yelpcdn.com/bphoto/LCpWi2oB64WZJNaTjgmKyA/o.jpg,False,"{'address1': '191 Grand St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['191 Grand St', 'Brooklyn, NY 11211']}",Birds of a Feather,+17189696800,$$,4.0,272,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/birds-of-a-feather-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
140,locanda-vini-e-olii-brooklyn-4,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.685007, 'longitude': -73.962943}",(718) 622-9202,4142.2059752739615,53ZNJNrT91VgvrI0LFjLNQ,https://s3-media2.fl.yelpcdn.com/bphoto/KoTRgOOeGBHuUdanWnvXCw/o.jpg,False,"{'address1': '129 Gates Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['129 Gates Ave', 'Brooklyn, NY 11238']}",Locanda Vini e Olii,+17186229202,$$$,4.0,293,[],https://www.yelp.com/biz/locanda-vini-e-olii-brooklyn-4?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
141,taste-of-heaven-brooklyn,"[{'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 40.717115, 'longitude': -73.940613}",(718) 576-3146,7204.5116289670905,FZYmp5c1VtWNfe635G_wsQ,https://s3-media3.fl.yelpcdn.com/bphoto/SNiWVU6gk8UyVFS44LtdKg/o.jpg,False,"{'address1': '251 Jackson St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['251 Jackson St', 'Brooklyn, NY 11211']}",Taste of Heaven,+17185763146,$$,5.0,104,['pickup'],https://www.yelp.com/biz/taste-of-heaven-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
142,de-hot-pot-brooklyn,"[{'alias': 'trinidadian', 'title': 'Trinidadian'}]","{'latitude': 40.66142, 'longitude': -73.96051}",(347) 240-1180,2052.1779454451553,367JyCXTLYT9tlCqy3gGog,https://s3-media4.fl.yelpcdn.com/bphoto/EsQWHSd7Izj-FWnfcBsxTg/o.jpg,False,"{'address1': '1127 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1127 Washington Ave', 'Brooklyn, NY 11225']}",De Hot Pot,+13472401180,$,4.0,149,[],https://www.yelp.com/biz/de-hot-pot-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
